facts_summary,case_category,likely_outcome,source_file,source_prefix,date_lecture,type_decision,type_recours,solution,text_length
"Mme D A et M. C B ont demandé au juge des référés du tribunal administratif de Lille, statuant sur le fondement de l'article L. 521-2 du code de justice administrative, d'une part, de les admettre, à titre provisoire, au titre de l'aide juridictionnelle et, d'autre part, d'enjoindre à l'autorité préfectorale d'enregistrer leur demande d'asile et de leur délivrer des attestations de demande d'asile sous astreinte de 50 euros par jour de retard à compter de la notification de l'ordonnance à intervenir. Par une ordonnance n° 2204198 du 10 juin 2022, le juge des référés du tribunal administratif de Lille, d'une part, les a admis au bénéfice de l'aide juridictionnelle provisoire et, d'autre part, a rejeté le surplus de leur demande. Par une requête et un nouveau mémoire, enregistrés les 22 et 27 juin 2022 au secrétariat du contentieux du Conseil d'Etat, Mme A et M. B demandent au juge des référés du Conseil d'Etat, statuant sur le fondement de l'article L. 521-2 du code de justice administrative : 1°) d'annuler cette ordonnance ; 2°) de constater l'atteinte grave et manifestement illégale portée au droit d'asile des requérants par le préfet du Nord ; 3°) d'enjoindre à l'autorité préfectorale d'enregistrer leurs demandes d'asile dans les conditions leur permettant de solliciter l'asile auprès de l'Office français de protection des réfugiés et apatrides sous astreinte de 50 euros par jour de retard ; 4°) de mettre à la charge de l'Etat la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative. Ils soutiennent que : - la condition d'urgence est satisfaite dès lors que, en premier lieu, ils sont placés dans une situation d'insécurité juridique, en deuxième lieu, cette situation les prive de leurs conditions matérielles d'accueil les exposant à une situation d'extrême précarité et, en dernier lieu, l'état de grossesse de Mme A demeure délicat ; - il est porté une atteinte grave et manifestement illégale au droit d'asile ; - la décision de refus d'enregistrer leur demande d'asile méconnaît l'article 29 du règlement (UE) n° 604/2013 du Parlement européen et du Conseil dès lors que le préfet du Nord était tenu de procéder à l'exécution de leur",plein_contentieux,defavorable_requerant,DCE_465203_20220629.xml,DCE,2022-06-29,Décision,Plein contentieux,Rejet,11064
"Par une requête, enregistrée le 26 juin 2022 au secrétariat du contentieux du Conseil d'Etat, le syndicat professionnel Union des personnels administratifs, techniques et spécialisés (UATS - UNSA) doit être regardé comme demandant au juge des référés du Conseil d'Etat, statuant sur le fondement de l'article L. 521-1 du code de justice administrative, de suspendre l'exécution de l'arrêté du 3 juin 2022 instituant des comités sociaux d'administration au sein des ministères de l'intérieur et des Outre-mer publié au Journal officiel le 8 juin 2022 en tant qu'il est contraire aux articles L. 251-1 à L. 251-4 du code général de la fonction publique et au décret n° 2020-1427 du 20 novembre 2020 relatif aux comités sociaux d'administration dans les administrations et les établissements publics de l'Etat. Il soutient que : - sa requête est recevable dès lors qu'il justifie d'un intérêt à agir ; - la condition d'urgence est satisfaite dès lors que, d'une part, en privant certains agents du bénéfice d'un comité social d'administration de proximité, l'arrêté contesté méconnaît le principe de participation des travailleurs, garanti par le huitième alinéa du Préambule de la Constitution de 1946 et, d'autre part, des élections professionnelles sont programmées pour le mois de décembre 2022 ; - il existe un doute sérieux quant à la légalité de la décision contestée ; - l'article 2 de l'arrêté du 3 juin 2022 est entaché d'irrégularité dès lors que, d'une part, il ne prévoit pas, afin de fonder la compétence du comité social d'administration ministériel pour examiner les questions concernant les établissements publics qui ne sont pas dotés d'un comité social d'administration d'établissement public, de condition relative à l'insuffisance des effectifs de ces établissements, en méconnaissance des dispositions de l'article 53 du décret du 20 novembre 2020, et, d'autre part, en tant qu'il ne désigne pas nominalement les établissements publics rattachés directement au comité social d'administration ministériel ; - en ne prévoyant pas l'instauration de comités sociaux d'administration de proximité pour les agents de l'administration supérieure des Terres australes et antarctiques",exces_de_pouvoir,defavorable_requerant,DCE_465275_20220627.xml,DCE,2022-06-27,Décision,Excès de pouvoir,Rejet - irrecevabilité,6053
"La société à responsabilité limitée Haute techniques de façades a demandé au tribunal administratif de Clermont-Ferrand d'annuler la décision du 27 juillet 2016 par laquelle le directeur régional des entreprises, de la concurrence, de la consommation, du travail et de l'emploi d'Auvergne Rhône-Alpes lui a infligé une amende d'un montant total de 10 500 euros en sa qualité de donneur d'ordre ayant recouru au détachement en France de salariés employés par une entreprise ayant son siège social hors du territoire. Par un jugement n° 1601782 du 4 décembre 2018, le tribunal administratif de Clermont-Ferrand a rejeté cette demande. Par un arrêt n° 19LY00557 du 30 janvier 2020, la cour administrative d'appel de Lyon a, sur l'appel de la même société, réformé ce jugement et réduit le montant de l'amende à 3 000 euros. Par un pourvoi, enregistré le 25 mai 2020 au secrétariat du contentieux du Conseil d'Etat, la ministre du travail demande au Conseil d'Etat d'annuler cet arrêt. Par un mémoire, enregistré le 16 mars 2022, la ministre du travail, de l'emploi et de l'insertion déclare se désister purement et simplement de son pourvoi.",plein_contentieux,desistement,ORCE_440807_20220614.xml,ORCE,2022-06-14,Ordonnance,Plein contentieux,R.822-5 Désistement PAPC,2326
"La société à responsabilité limitée PLT a demandé au tribunal administratif de Nancy, d'une part, d'annuler la décision du 21 décembre 2015 par laquelle le directeur régional des entreprises, de la concurrence, de la consommation, du travail et de l'emploi Alsace Champagne-Ardenne Lorraine lui a infligé une amende administrative d'un montant total de 8 000 euros et, d'autre part, de fixer le montant de l'amende à la somme de 1 500 euros ou, subsidiairement, de réduire le montant de l'amende. Par un jugement n° 1601685 du 3 avril 2018, le tribunal administratif de Nancy a réduit le montant de l'amende infligée à 4 000 euros et a rejeté le surplus des conclusions de cette demande. Par un arrêt n° 18NC01659 du 2 juillet 2020, la cour administrative d'appel de Nancy a rejeté l'appel formé par la ministre du travail contre ce jugement. Par un pourvoi, enregistré le 28 août 2020 au secrétariat du contentieux du Conseil d'Etat, la ministre du travail, de l'emploi et de l'insertion demande au Conseil d'Etat d'annuler cet arrêt. Par un mémoire, enregistré le 16 mars 2022, la ministre du travail, de l'emploi et de l'insertion déclare se désister purement et simplement de son pourvoi.",plein_contentieux,desistement,ORCE_443422_20220601.xml,ORCE,2022-06-01,Ordonnance,Plein contentieux,R.822-5 Désistement PAPC,2523
"La société par actions simplifiée Docks de France a demandé au tribunal administratif de Strasbourg de prononcer la décharge de la cotisation de taxe d'enlèvement des ordures ménagères à laquelle elle a été assujettie au titre de l'année 2017 à raison des locaux dont elle est propriétaire sur le territoire de la commune de Strasbourg. Par un jugement n° 1903608 du 7 juillet 2020, le tribunal administratif de Strasbourg a rejeté sa demande. Par un pourvoi, enregistré le 9 septembre 2020 au secrétariat du contentieux du Conseil d'Etat, la société Ceetrus, venant aux droits de la société Docks de France, demande au Conseil d'Etat : 1°) d'annuler ce jugement ; 2°) réglant l'affaire au fond, de faire droit à sa demande ; 3°) de mettre à la charge de l'Etat la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative. Par un mémoire en défense, enregistré le 24 mai 2022, le ministre de l'économie, des finances et de la souveraineté industrielle et numérique conclut au rejet du pourvoi. Par un mémoire, enregistré le 10 juin 2022 au secrétariat du contentieux du Conseil d'Etat la société Ceetrus déclare se désister de son pourvoi. Par un mémoire, enregistré le 16 juin 2022 au secrétariat du contentieux du Conseil d'Etat, le ministre de l'économie, des finances et de la souveraineté industrielle et numérique conclut à ce qu'il soit donné acte de ce désistement.",plein_contentieux,desistement,ORCE_443865_20220627.xml,ORCE,2022-06-27,Ordonnance,Plein contentieux,R. 122-12-1 Désistement,2656
"Par une requête, enregistrée le 5 octobre 2020 au secrétariat du contentieux du Conseil d'Etat, la société Spartoo demande au Conseil d'Etat : 1°) à titre principal, de réformer la délibération n° SAN-2020-0003 du 28 juillet 2020 de la formation restreinte de la Commission nationale de l'informatique et des libertés (CNIL) en tant qu'elle fixe un délai de conservation de deux ans des données relatives aux prospects, pour lui substituer un délai de trois ans ou, à tout le moins, supérieur à deux ans, et en tant qu'elle interdit la conservation et ordonne la suppression des adresses électroniques hachées des anciens clients et prospects, y compris à des fins de déduplication ; 2°) à titre subsidiaire, d'annuler cette délibération sur ces mêmes points et d'enjoindre à la CNIL de reprendre une délibération en ce sens ; 3°) à titre infiniment subsidiaire, et au cas où les dispositions de la délibération seraient jugées indivisibles, d'annuler celle-ci dans son ensemble. Par un mémoire en défense, enregistré le 23 décembre 2020, la CNIL conclut au rejet de la requête. Par un mémoire, enregistré le 15 avril 2022, la société Spartoo déclare se désister purement et simplement de sa requête.",exces_de_pouvoir,desistement,ORCE_445093_20220620.xml,ORCE,2022-06-20,Ordonnance,Excès de pouvoir,R. 122-12-1 Désistement,2535
"M. A B a demandé au tribunal administratif de Rennes d'annuler une décision de la caisse d'allocations familiales du Morbihan relative à son droit au revenu de solidarité active. Par une ordonnance n° 2003399 du 5 octobre 2020, le président de la 8ème chambre du tribunal administratif de Rennes a rejeté cette demande. Par un pourvoi et deux nouveaux mémoires, enregistrés les 21 octobre 2020, 15 janvier et 23 mars 2022 au secrétariat du contentieux du Conseil d'Etat, M. B demande au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) réglant l'affaire au fond, de faire droit à sa demande. Par un premier courrier du 30 octobre 2020, notifié le 4 novembre suivant, la présidente de la 1ère chambre de la section du contentieux a invité M. B à régulariser son pourvoi. Par un second courrier du 8 février 2022, la présidente de la 1ère chambre de la section du contentieux a de nouveau invité M. B à régulariser son pourvoi. Par une décision du 28 avril 2022, notifié le 4 mai suivant, le président du bureau d'aide juridictionnelle a rejeté la demande d'aide juridictionnelle de M. B.",exces_de_pouvoir,defavorable_requerant,ORCE_445564_20220614.xml,ORCE,2022-06-14,Ordonnance,Excès de pouvoir,R.822-5 Rejet PAPC défaut ministère avocat,3508
"Par une requête enregistrée le 19 décembre 2020 au secrétariat du contentieux du Conseil d'Etat, Mme A B demande au Conseil d'Etat : 1°) d'annuler pour excès de pouvoir le décret n° 2020-1310 du 29 octobre 2020 prescrivant les mesures générales nécessaires pour faire face à l'épidémie de covid-19 dans le cadre de l'état d'urgence sanitaire en tant, d'une part, qu'il impose aux enfants des écoles élémentaires le port du masque de protection à l'école et dans le cadre des activités périscolaires (art. 36, II, 3° et 5°), d'autre part, qu'il "" impose "" aux enfants de plus de 6 ans le port du masque de protection "" dans la mesure du possible "" dans tous les cas où il est imposé aux enfants de plus de 11 ans et aux adultes (II de l'annexe 1 au décret) et, enfin, qu'il impose le port systématique du masque "" par tous "" dès lors que les règles de distanciation physique ne peuvent être garanties (I de l'annexe 1 au décret, dernière phrase) ; 2°) à titre subsidiaire, d'enjoindre au Premier ministre d'inscrire dans ce décret, et au ministre de l'éducation nationale dans les protocoles établis à destination des enseignants, la dispense de masque lors de la pratique des activités physiques et sportives. Par un mémoire en défense, enregistré le 6 septembre 2021, le ministre des solidarités et de la santé conclut au rejet de la requête. Par un mémoire en défense enregistré le 29 décembre 2021, le ministre de l'éducation nationale, de la jeunesse et des sports conclut au rejet de la requête. La requête a été communiquée au Premier ministre qui n'a pas produit de mémoire en défense.",exces_de_pouvoir,desistement,ORCE_447997_20220620.xml,ORCE,2022-06-20,Ordonnance,Excès de pouvoir,R. 122-12-1 Désistement,4795
"Procédure contentieuse antérieure : M. A B a demandé au tribunal administratif de Marseille de prononcer la décharge de la cotisation supplémentaire d'impôt sur le revenu à laquelle il a été assujetti au titre de l'année 2008. Par un jugement n° 1103595 du 12 juillet 2013, le tribunal administratif de Marseille a rejeté cette demande. Par un arrêt n° 13MA05089 du 11 juin 2015, la cour administrative d'appel de Marseille a rejeté l'appel formé par M. B contre ce jugement. Par une décision n° 392583 du 15 septembre 2017, le Conseil d'Etat statuant au contentieux n'a pas admis le pourvoi en cassation formé par M. B contre cet arrêt. Par une ordonnance n° 415889 du 30 août 2018, le président de la 9ème chambre de la section du contentieux du Conseil d'Etat a rejeté le recours en révision formé par M. B contre cette décision. Par une ordonnance nos 424462, 428739 du 24 juillet 2019, le président de la 8ème chambre de la section du contentieux du Conseil d'Etat a, d'une part, rayé du registre du secrétariat du contentieux du Conseil d'Etat le recours enregistré sous le n° 428739 et joint les écritures correspondant à ce recours au recours enregistré sous le n° 4244462 et, d'autre part, rejeté le recours en opposition, enregistré sous le n° 424462, formé par M. B contre l'ordonnance du 30 août 2018. Par une ordonnance n° 436300 du 25 mai 2020, le président de la 10ème chambre de la section du contentieux du Conseil d'Etat a rejeté le recours en rectification d'erreur matérielle de M. B contre l'ordonnance du 24 juillet 2019 du président de la 8ème chambre de la section du contentieux du Conseil d'Etat. Recours en rectification d'erreur matérielle : Par une requête, enregistrée le 30 août 2020 au secrétariat du contentieux, M. B demande au Conseil d'Etat de rectifier pour erreur matérielle l'ordonnance du 25 mai 2020 du président de la 10ème chambre de la section du contentieux du Conseil d'Etat. Par une décision du 25 mars 2021, notifiée le 12 avril suivant, le président du bureau d'aide juridictionnelle a rejeté la demande d'aide juridictionnelle de M. B. Par une ordonnance du 27 août 2021, notifiée le 31 août suivant, le président de la section du contentieux a",autres_recours,defavorable_requerant,ORCE_448338_20220601.xml,ORCE,2022-06-01,Ordonnance,Rectif. d'erreur matérielle,R. 122-12-4 Rejet irrecevabilité manifeste,6217
"Par un mémoire enregistré le 18 janvier 2021, M. A B demande au Conseil d'Etat d'interpréter l'article 36 du décret n° 2020-1310 du 29 octobre 2020 prescrivant les mesures générales nécessaires pour faire face à l'épidémie de COVID-19 dans le cadre de l'état d'urgence sanitaire, en ce qui concerne le port du masque des élèves des écoles élémentaires dans les espaces extérieurs. Par un mémoire en défense, enregistré le 11 janvier 2022, le ministre des solidarités et de la santé conclut à l'irrecevabilité de la requête. Par un mémoire en défense enregistré le 13 janvier 2022, le ministre de l'éducation nationale, de la jeunesse et des sports conclut au rejet de la requête. Il s'associe aux observations du ministre des solidarités et de la santé. La requête a été communiquée au Premier ministre qui n'a pas produit de mémoire en défense. Par une lettre du 1er février 2022, notifiée à cette date, M. B a été invité à régulariser son pourvoi dans un délai d'un mois à compter de la réception de cette lettre.",autres_recours,defavorable_requerant,ORCE_448770_20220607.xml,ORCE,2022-06-07,Ordonnance,Recours en interprétation,R.822-5 Rejet PAPC défaut ministère avocat,3364
"Les sociétés par actions simplifiées (SAS) Biomarqueurs et Biopass ont demandé au juge des référés du tribunal administratif de Clermont-Ferrand d'une part, d'ordonner, sur le fondement des dispositions de l'article L. 521-1 du code de justice administrative, la suspension de l'exécution de deux décisions du 6 novembre 2020 par lesquelles le conseil régional d'Auvergne-Rhône-Alpes a résilié leurs conventions attributives de subvention au titre du fonds européen de développement régional (FEDER) et déprogrammé leurs dossiers et de l'arrêté du 6 novembre 2020 du président du conseil régional d'Auvergne-Rhône-Alpes procédant à une désaffectation de crédit d'un montant de 956 135 euros, et d'autre part, d'enjoindre à la région Auvergne-Rhône-Alpes d'examiner les demandes de versement d'acompte, dans un délai de 15 jours à compter de la notification de l'ordonnance à venir. Par une ordonnance n° 2002268 du 7 janvier 2021, le juge des référés du tribunal administratif de Clermont-Ferrand a rejeté leur demande. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 22 janvier et 5 février 2021 au secrétariat du contentieux du Conseil d'Etat, les sociétés Biomarqueurs et Biopass demandent au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) de mettre à la charge de la région Auvergne-Rhône-Alpes la somme de 5 000 euros au titre des dispositions de l'article L. 761-1 du code de justice administrative. Par un mémoire en défense, enregistré le 10 décembre 2021 au secrétariat du Conseil d'Etat, la région Auvergne-Rhône-Alpes conclut au rejet du pourvoi et à ce qu'il soit mis à la charge des sociétés Biomarqueurs et Biopass la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative. Il soutient que les moyens soulevés par les sociétés Biomarqueurs et Biopass ne sont pas fondés.",exces_de_pouvoir,non_lieu,ORCE_448992_20220622.xml,ORCE,2022-06-22,Ordonnance,Excès de pouvoir,R. 122-12-3 Non-lieu à statuer,5292
"Mme A B a demandé au tribunal administratif de Cergy-Pontoise d'enjoindre au préfet du Val-d'Oise de lui attribuer un logement correspondant à ses besoins et à ses capacités au titre du I de l'article L. 441-2-3 du code de la construction et de l'habitation. Par une ordonnance n° 2007570 du 30 décembre 2020, prise sur le fondement de l'article R. 222-1 du code de justice administrative, le premier vice-président du tribunal administratif a rejeté sa demande. Par une ordonnance n° 449263 du 15 avril 2021, prise sur le fondement de l'article R. 822-5 du même code, le président de la 5ème chambre de la section du contentieux du Conseil d'Etat a refusé d'admettre le pourvoi formé par Mme B contre cette ordonnance. Par une décision n° 454992 du 31 janvier 2022, le Conseil d'Etat a, sur le recours en rectification d'erreur matérielle formé par Mme B, déclarée non avenue l'ordonnance du 15 avril 2021 et sursis à statuer sur le pourvoi n° 449263 jusqu'à ce que le bureau d'aide juridictionnelle établi près le Conseil d'Etat ait statué sur la demande d'aide juridictionnelle de la requérante. Par une décision du 3 mars 2022, notifiée le 5 mars 2022, le bureau d'aide juridictionnelle établi près le Conseil d'Etat a rejeté la demande d'aide juridictionnelle de Mme B.",exces_de_pouvoir,defavorable_requerant,ORCE_449263_20220628.xml,ORCE,2022-06-28,Ordonnance,Excès de pouvoir,R.822-5 Rejet PAPC défaut ministère avocat,3633
"Par une requête enregistrée le 10 février 2021 au secrétariat du contentieux du Conseil d'Etat, Mme B A demande au Conseil d'Etat : 1°) à titre principal, de saisir la Cour européenne des droits de l'homme, sur le fondement de l'article 1er du protocole n° 16 à la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales, d'une demande d'avis consultatif sur la question suivante : "" L'interprétation des articles 2, 16 et 17 de la charte des droits fondamentaux de l'Union européenne, de l'article 1er du protocole additionnel de la convention européenne des droits de l'homme et des libertés fondamentales, de l'article 1er du protocole n° 12, des articles 2, 5, 7 et 14 de la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales s'oppose-t-elle aux dispositions de l'article 36 du décret du 29 octobre 2020 ' "" ; 2°) à titre subsidiaire, d'annuler pour excès de pouvoir l'article 36 du décret n° 2020-1310 du 29 octobre 2020, tel que modifié par le décret n° 2020-1454 du 27 novembre 2020 et le décret n° 2020-1582 du 14 décembre 2020 ; 3°) également à titre subsidiaire, d'enjoindre au Premier ministre de préciser les conditions d'exemption de l'obligation du port du masque dans les établissements scolaires et de prendre des mesures moins restrictives de liberté en tenant compte de l'âge des enfants et de la gravité du virus à leur égard, ainsi que toutes mesures de nature à concilier la crise sanitaire et la protection des enfants, dans un délai de 15 jours à compter de la notification de la décision à intervenir et sous astreinte de 100 euros par jour de retard. La requérante soutient que : - le décret attaqué est entaché d'un vice de procédure dès lors qu'il a été rendu en l'absence du rapport du ministre chargé de la santé en méconnaissance des dispositions de l'article L. 3131-15 du code de la santé publique ; - le décret attaqué est entaché d'erreurs de droit dès lors qu'il n'est pas assorti d'exceptions à l'obligation du port du masque et que la notion de "" groupes différents "" mentionnée à l'article 36 est imprécise ; - le décret attaqué est entaché d'erreur de droit en ce qu'il porte une atteinte",exces_de_pouvoir,favorable_requerant,ORCE_449586_20220620.xml,ORCE,2022-06-20,Ordonnance,Excès de pouvoir,R. 122-12-6 Satisfaction totale série,7427
"Par une requête enregistrée le 26 février 2021 au secrétariat du contentieux du Conseil d'Etat, M. A B demande au Conseil d'Etat : 1°) à titre principal, de saisir la Cour européenne des droits de l'homme, sur le fondement de l'article 1er du protocole n° 16 à la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales, d'une demande d'avis consultatif sur la question suivante : "" L'interprétation des articles 2, 16 et 17 de la charte des droits fondamentaux de l'Union européenne, de l'article 1er du protocole additionnel de la convention européenne des droits de l'homme et des libertés fondamentales, de l'article 1er du protocole n° 12, des articles 2, 5, 7 et 14 de la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales s'oppose-t-elle aux dispositions des articles 3 et 4 du décret du 29 octobre 2020 ' "" ; 2°) à titre subsidiaire, d'annuler pour excès de pouvoir les articles 3 et 4 du décret n° 2020-1310 du 29 octobre 2020, tel que modifié par le décret n° 2020-1454 du 27 novembre 2020. En application des dispositions de l'article R. 611-7 du code de justice administrative, les parties ont été informées de ce que la décision du Conseil d'Etat était susceptible d'être fondée sur le moyen, relevé d'office, tiré de ce que les conclusions, enregistrées au secrétariat du contentieux du Conseil d'Etat le 26 février 2021, dirigées contre le décret du 29 octobre 2020 tel que modifié par le décret du 27 novembre 2020 sont tardives, dès lors qu'elles ont été formulées après l'expiration du délai de recours contentieux de deux mois à compter de la publication de ces décrets et sont, par conséquent, irrecevables.",exces_de_pouvoir,defavorable_requerant,ORCE_450200_20220620.xml,ORCE,2022-06-20,Ordonnance,Excès de pouvoir,R. 122-12-4 Rejet irrecevabilité manifeste,4227
"Par une requête enregistrée le 27 février 2021 au secrétariat du contentieux du Conseil d'Etat, Mme B A demande au Conseil d'Etat : 1°) à titre principal, de saisir la Cour européenne des droits de l'homme, sur le fondement de l'article 1er du protocole n° 16 à la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales, d'une demande d'avis consultatif sur la question suivante : "" L'interprétation des articles 2, 16 et 17 de la charte des droits fondamentaux de l'Union européenne, de l'article 1er du protocole additionnel de la convention européenne des droits de l'homme et des libertés fondamentales, de l'article 1er du protocole n° 12, des articles 2, 5, 7 et 14 de la convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales s'oppose-t-elle aux dispositions des articles 3 et 4 du décret du 29 octobre 2020 ' "" ; 2°) à titre subsidiaire, d'annuler pour excès de pouvoir les articles 3 et 4 du décret n° 2020-1310 du 29 octobre 2020, tel que modifié par le décret n° 2020-1454 du 27 novembre 2020. Par un mémoire en défense, enregistré le 7 mars 2022, le ministre des solidarités et de la santé conclut au rejet de la requête.",exces_de_pouvoir,defavorable_requerant,ORCE_450219_20220620.xml,ORCE,2022-06-20,Ordonnance,Excès de pouvoir,R. 122-12-4 Rejet irrecevabilité manifeste,3734
"Le conseil central de la section A de l'ordre des pharmaciens a demandé au juge des référés du tribunal administratif de Limoges de suspendre, sur le fondement de l'article L. 521-1 du code de justice administrative, l'exécution de l'arrêté du 9 février 2021 par lequel le directeur général de l'Agence régionale de santé de Nouvelle-Aquitaine a confirmé que la société pharmacie Labarre était autorisée à poursuivre son activité au pôle Super U - route de la Meyze à Nexon (87800), pour une durée d'un an. Par une ordonnance n° 2100576 du 30 avril 2021, le juge des référés a suspendu l'exécution de cet arrêté. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 17 mai et 1er juin 2021 au secrétariat du contentieux du Conseil d'Etat, la société pharmacie Labarre et Me Philippe Urbain, en qualité de commissaire à l'exécution du plan de redressement de la société, demandent au Conseil d'Etat : 1°) d'annuler cette ordonnance ; 2°) statuant en référé, de rejeter la demande du conseil central de la section A de l'ordre des pharmaciens ; 3°) de mettre à la charge du conseil central de la section A de l'ordre des pharmaciens une somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative. Par un mémoire en défense, enregistré le 14 octobre 2021, le Conseil national de l'ordre des pharmaciens conclut au rejet du pourvoi et à ce qu'une somme de 4 000 euros soit mise à la charge de la société pharmacie Labarre et de Me Philippe Urbain, en sa qualité de commissaire à l'exécution du plan de redressement, au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,non_lieu,ORCE_452656_20220628.xml,ORCE,2022-06-28,Ordonnance,Excès de pouvoir,R. 122-12-3 Non-lieu à statuer,4462
"Mme C D a demandé au tribunal administratif de Paris, d'une part, d'ordonner une expertise complémentaire afin de réévaluer son préjudice au titre des souffrances morales et son préjudice esthétique et, d'autre part, de condamner le centre hospitalier national d'ophtalmologie des Quinze-Vingts à lui verser la somme totale de 887 495,71 euros en réparation des préjudices qu'elle estime avoir subis du fait de sa prise en charge. Par un jugement n° 1920727 du 11 juin 2020, le tribunal administratif a condamné le centre hospitalier national d'ophtalmologie des Quinze-Vingts à verser la somme de 87 157,15 euros à Mme D ainsi que la somme de 3 000 euros à chacun de ses trois enfants en réparation de leurs préjudices, à verser à la caisse primaire d'assurances maladies (CPAM) de la Seine-Saint-Denis la somme de 1 077,87 euros au titre des débours exposés et la somme de 359,29 euros au titre de l'indemnité forfaitaire de gestion et a rejeté le surplus des conclusions de Mme D et de la CPAM de la Seine-Saint-Denis. Par un arrêt n°s 20PA01987, 20PA02238 du 25 mars 2021, la cour administrative d'appel de Paris a, sur appel du centre hospitalier national d'ophtalmologie des Quinze-Vingts et de Mme D, ramené à 55 155 euros et à 600 euros la somme que le centre hospitalier national d'ophtalmologie des Quinze-Vingts est condamné à verser respectivement à Mme D et à chacun de ses enfants et a rejeté le surplus des conclusions de Mme D et du centre hospitalier national d'ophtalmologie des Quinze-Vingts. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés le 25 mai 2021 et le 17 janvier 2022 au secrétariat du contentieux du Conseil d'Etat, Mme D, agissant à titre personnel et en qualité de représentante légale de ses deux enfants mineurs C B et A B, demande au Conseil d'Etat : 1°) d'annuler cet arrêt en tant qu'il rejette le surplus de ses conclusions ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge du centre hospitalier national d'ophtalmologie des Quinze-Vingts la somme de 6 000 euros au titre des articles 37 de la loi du 10 juillet 1991 L. 761-1 du code de justice administrative. En application des dispositions de l'article",exces_de_pouvoir,autre_issue,ORCE_452931_20220617.xml,ORCE,2022-06-17,Ordonnance,Excès de pouvoir,Admission partielle en cassation,5554
"M. A B a formé une plainte le 21 février 2020 auprès de la Commission nationale de l'informatique et des libertés (CNIL) à la suite de la décision du 11 février 2020 de refus de déréférencement opposée par la société Google LLC à sa demande. Le 24 février 2020, la CNIL en a accusé réception et a indiqué informer le requérant, dans un délai de trois mois, de l'état d'avancement du dossier. Par un courriel du 3 novembre 2020, la CNIL a informé M. B de sa décision de demander à Google LLC de reconsidérer le refus de déréférencement, en indiquant que le reconfinement était susceptible d'affecter les délais de traitement. Entre le 9 décembre 2020 et le 14 avril 2021, M. B a contacté à plusieurs reprises la CNIL pour obtenir des informations sur les suites données à sa demande. Par une requête enregistrée le 14 juin 2021 au secrétariat du contentieux du Conseil d'Etat, M. B, représenté par la SCP Boulloche, demande au Conseil d'Etat : 1°) d'annuler le refus de la CNIL d'informer l'exposant des suites de sa plainte ; 2°) d'enjoindre à la CNIL de l'informer des suites données à sa plainte ; 3°) subsidiairement, d'annuler la décision de la CNIL de ne pas mettre en demeure l'exploitant du moteur de recherche Google de procéder au déréférencement visé par la plainte du 21 février 2020 ; 4°) subsidiairement, d'enjoindre à la CNIL de procéder à cette mise en demeure dans un délai d'un mois à compter de la notification de cette décision, sous astreinte de 1 000 euros par jour de retard ; 5°) de mettre à la charge de la CNIL la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative. Par un mémoire, enregistré le 25 octobre 2021, M. B conclut à ce que le Conseil d'Etat constate qu'il n'y a plus lieu de statuer sur ses conclusions principales, le déréférencement litigieux ayant été effectué par la société Google LLC le 13 août 2021 suite à la demande de la CNIL. Il maintient ses conclusions présentées sur le fondement de l'article L. 761-1 du code de justice administrative. Par une lettre enregistrée le 12 janvier 2022 au secrétariat du contentieux du Conseil d'Etat, la CNIL indique ne pas produire d'observations.",exces_de_pouvoir,non_lieu,ORCE_453563_20220630.xml,ORCE,2022-06-30,Ordonnance,Excès de pouvoir,R. 122-12-3 Non-lieu à statuer,4556
